Contrast,Correlation,Energy,Homogeneity,image_id,label
544.0698143512724,0.9376704335534837,0.23143217962199608,0.4469563436792652,1003888281.jpg,0
477.6887046307885,0.9429543680783153,0.18314941442384983,0.3883928580252829,1012426959.jpg,0
508.8359637046308,0.9358474795627906,0.21787462812722955,0.4349244773395334,1018973237.jpg,0
407.37781393408426,0.9533479577243746,0.2520049164701801,0.48833025417115367,102039365.jpg,0
541.6770755110555,0.9295818373217642,0.17329885695720557,0.3554033070978506,1021758544.jpg,0
506.4990029203171,0.936966822990953,0.16510546909896212,0.35835770180817855,1024089865.jpg,0
401.52245515227366,0.9533666418449026,0.23011519772158007,0.4413026930347076,102485576.jpg,0
517.2568773466834,0.9403420715767581,0.16939687129435524,0.35681542536064825,1026467332.jpg,0
412.70367751355866,0.9549866699262451,0.27204510210337546,0.5098397779932502,1027796931.jpg,0
375.3784605757197,0.9593853841577661,0.2541662680333555,0.4962004260426597,1033403106.jpg,0
430.73362536503964,0.9476474941109846,0.24492935422766024,0.4784336511471148,1036959902.jpg,0
182.49109720483938,0.9808071304291361,0.42563771811001716,0.7675695688010347,1040315063.jpg,0
304.70410930329575,0.9665509609731502,0.2796261642307934,0.5270766726783799,1044718671.jpg,0
333.38420525657074,0.9639993200828822,0.3010624321364767,0.5730520643252573,1048147223.jpg,0
395.3538235294118,0.9554897385072336,0.2692464394002234,0.5187744279217699,1050949665.jpg,0
555.7299561952441,0.9266947553709967,0.1712908058647902,0.3618879817765389,1051688339.jpg,0
563.7429244889445,0.9321356375519465,0.19678409160052532,0.38124144547439187,1052095724.jpg,0
322.454098873592,0.9643709288123442,0.2907656758403599,0.54465561319573,1052854295.jpg,0
654.8053566958697,0.9062078413364414,0.12796717171354105,0.2737576568649617,1057462029.jpg,0
299.50817271589483,0.9671270502643684,0.36508978943521847,0.6686439346324391,1060214168.jpg,0
699.4133312473925,0.8990575947341113,0.11890430440430609,0.25845710606938543,1071960213.jpg,0
669.6335753024614,0.9137955177126476,0.1291568154064989,0.2719519313651442,1072326766.jpg,0
501.2331727158949,0.9406280087096386,0.23873645940975352,0.4497751173014749,1075249116.jpg,0
181.5005569461827,0.9808700016074975,0.3685172027232178,0.6813627759414955,1078590865.jpg,0
471.09778473091365,0.9448218999215011,0.23846804406544903,0.45963168343842986,1080407872.jpg,0
363.7299687108886,0.9594029070991391,0.28446617735838,0.5270390170468782,1081331009.jpg,0
665.0259783062161,0.9072656820407374,0.12820495135656088,0.2944847707180329,1085950509.jpg,0
702.8455486024197,0.9116945595861403,0.14078486373629506,0.2972901394701504,1089759212.jpg,0
346.2458260325407,0.9608727284964536,0.28328623308238704,0.5058843942486989,1094295442.jpg,0
316.13498122653317,0.9656979818531891,0.29573695533217276,0.5040005638913225,109816879.jpg,0
402.49010012515646,0.9555729559334645,0.27798656541534095,0.5239077787192186,1101952886.jpg,0
586.6625406758449,0.9230030424993031,0.16933517124400876,0.34427088652806265,1103304372.jpg,0
567.2651168126824,0.9267626951203826,0.1882168556734397,0.35731964434080565,1105255922.jpg,0
467.5404630788485,0.944940975515565,0.2212495663197086,0.4461781856576339,111358933.jpg,0
264.5520692532332,0.970980351923679,0.3262085287046337,0.5956256856570159,1119847734.jpg,0
650.9533166458073,0.9138270029049419,0.16935858174303023,0.3423585916972006,1123269893.jpg,0
197.98736128493948,0.978885544618224,0.37433917122871924,0.6887341052747804,1124291241.jpg,0
491.20626408010014,0.9437720610983387,0.23602407077004628,0.44220866363873307,1127286868.jpg,0
463.4010513141427,0.9467206406583478,0.2760565934899001,0.524267926472341,1134422280.jpg,0
507.15860033375054,0.937664534211644,0.23448324413384236,0.4549920206528387,1148829591.jpg,0
300.48130997079693,0.9658757188723981,0.2982089617500236,0.5534179630941438,1149243998.jpg,0
703.1509845640384,0.9031471808527043,0.1423682907152606,0.2975657183421704,1152631724.jpg,0
758.5787651230705,0.9043594878009921,0.1233609672062533,0.2666537640651044,1166973570.jpg,0
472.1227534418023,0.9454429954377718,0.23797583435410485,0.46600058114480125,11690064.jpg,0
289.5735294117647,0.9670608961599253,0.3067170469343254,0.5864032321286886,1179913576.jpg,0
428.57166458072595,0.9481620915970648,0.21103068498782587,0.4276452544439404,1181678723.jpg,0
386.1276324572382,0.9578725873458546,0.2517245032312246,0.4834936592489515,1182217128.jpg,0
388.796689612015,0.9579016352312265,0.2796778799332506,0.5328896284003808,1185995427.jpg,0
596.6174134334585,0.9245793765154586,0.17846232899576356,0.3514352370855112,1200666322.jpg,0
630.284307467668,0.912624429623211,0.14458663451510118,0.2934004532869242,1203861431.jpg,0
513.8347538589903,0.9338082054548688,0.18197195789322124,0.37459210913216573,1207142999.jpg,0
558.0161889862328,0.9243829424697334,0.13302049856305398,0.3029157404316546,1208930498.jpg,0
741.0066916979558,0.8960719392861389,0.13419772780515368,0.2928028604353148,121610069.jpg,0
582.8193471005424,0.9199021653514553,0.15124432271490476,0.33252242229983636,1218204606.jpg,0
238.51860450563206,0.974315896448373,0.30663484617211856,0.5919843794846548,1222304315.jpg,0
340.92317897371714,0.9623894508473942,0.28483779806353077,0.5401450639036305,1231451126.jpg,0
355.9896224447226,0.9609492218047461,0.26945376387936315,0.502316883941897,1236036550.jpg,0
431.1718168544013,0.950502536718749,0.29185445104409247,0.5488582514840703,1241243048.jpg,0
478.05750938673344,0.9396815568829681,0.20861630798295824,0.4053168530770421,125207834.jpg,0
566.2957238214435,0.9318738070478746,0.19360617595177518,0.3946854431607172,1252793337.jpg,0
686.7763934084273,0.8763036599396022,0.04936321624937947,0.1559675515716577,125703440.jpg,0
400.80457655402586,0.954686284963122,0.22916359169309894,0.45894946439257067,1258444443.jpg,0
348.42389027951606,0.960123116108663,0.25412712219924277,0.4927043198516785,1258586775.jpg,0
496.19612640801,0.9454471779600732,0.22948895690918503,0.43427296648906005,1261540961.jpg,0
497.74439299123907,0.9428130370848017,0.22579142028687774,0.442058721622711,1270462565.jpg,0
395.4038819357531,0.9530410709322433,0.2424224579329133,0.4825896526686873,1272495783.jpg,0
490.01039632874426,0.9427010025536418,0.21228023883250527,0.41111478879533564,127464350.jpg,0
505.8531059657905,0.9416656152727853,0.21008696711940045,0.4267324731036817,1276802461.jpg,0
559.0969044639132,0.933120708423229,0.20838797506383513,0.4208660481700079,1281314946.jpg,0
376.99900709219855,0.9563967445193043,0.2539840005251093,0.48887706697681865,1287334854.jpg,0
360.68013141426786,0.9597707999944395,0.2352456016333822,0.45786666617048927,1292954141.jpg,0
589.321898206091,0.9290446369951725,0.1895323552027437,0.38129504388627466,1298789590.jpg,0
650.9580663329161,0.9159342114699055,0.17240470889241455,0.3610907623488989,1299200628.jpg,0
440.72159365874006,0.9482718178546388,0.23917069368697508,0.46314349599699334,1303876802.jpg,0
663.7492866082603,0.9098858533238144,0.15164869663637962,0.3279277379536303,1304015285.jpg,0
300.60035043804754,0.9670045710846178,0.3010864739016062,0.5679036086603206,1312770396.jpg,0
290.28188986232794,0.9678546261835965,0.2912337072888068,0.5447788948068764,1312991272.jpg,0
516.6228785982478,0.9395119206513168,0.23910405580400343,0.4645588096064581,1315872826.jpg,0
707.5393283270755,0.8943066637892423,0.09485558252281838,0.21640940613112825,1322108824.jpg,0
568.6850104297037,0.920287854069716,0.10674643769672582,0.24801316103331014,1326787301.jpg,0
273.03399457655405,0.9701828535691455,0.32336156006167077,0.614245340517293,1328372449.jpg,0
528.2768251981644,0.9340253012054313,0.1768505442560154,0.3748415004289302,1331134229.jpg,0
237.68357738840217,0.9749283863938462,0.3604096083194452,0.6701057320796303,1332424855.jpg,0
430.10638923654574,0.9470296189307833,0.22327563604184605,0.433639927352497,1333580402.jpg,0
485.09552148518986,0.9420675210167472,0.20717961636793109,0.4043430051182211,1336580642.jpg,0
491.6423863162286,0.9425786005358834,0.2114510773005878,0.4060166233915572,1339257499.jpg,0
211.2111430955361,0.9774328580440629,0.38697344548161733,0.7024207630395181,1342343254.jpg,0
391.0396370463079,0.9559321147811266,0.2419542225414561,0.4600814880629594,1355825847.jpg,0
374.2473445974134,0.9562995862809794,0.29901340902430895,0.5529719076124162,1357797590.jpg,0
